Datetime,Close,High,Low,Open,Volume,rsi_14,rsi_28,rsi_50,rsi_7,macd,ema_10,ema_20,ema_50,ema_100,ema_200,stoch_k,stoch_d,roc,adx,di_plus,di_minus,atr_14,atr_20,close_pos,body_range_ratio,volume_zscore_50,bb_lower_20,bb_middle_20,bb_upper_20,bb_width_20,obv,returns,direction
2023-12-21 15:30:00+00:00,140.27499389648438,140.60000610351562,139.8800048828125,140.02999877929688,3814961,64.72826271575774,63.716460730396804,63.8014493784858,63.39239001828178,1.569461515070003,139.2811917202598,138.10749276800144,135.7800599548197,133.49683364868164,135.7800599548197,61.70958055355516,55.327321166574585,2.6753029643733734,44.80528847559498,39.60653328360909,18.1014514208311,1.1462871629772449,1.1179271422377741,0.5485949222226931,0.34027041919213324,-0.09164155559003316,134.09903334455657,138.12586288452147,142.15269242448636,0.05830666981362466,46695573.0,0.001821094245414212,1
2023-12-21 16:30:00+00:00,139.68499755859375,140.5,139.57000732421875,140.27499389648438,2770324,61.051099761677214,61.66702552438725,62.505682025317405,56.700494401635005,1.5034902973427506,139.35461096359325,138.25773131948642,135.93319476281084,133.61937154788782,135.93319476281084,69.32160549146143,60.627046669842706,2.213518085338008,43.92556048816549,37.27984410697639,18.99624962323355,1.1308375567489595,1.1085304189149479,0.12364638708407166,0.6344096606943624,-0.4318817507625127,134.28734717080033,138.28861312866212,142.2898790865239,0.05786833590035441,43925249.0,-0.004205997958025343,0
2023-12-21 17:30:00+00:00,140.06500244140625,140.2050018310547,139.6300048828125,139.69000244140625,2402919,62.52767018701039,62.47325300274112,62.99955719950648,59.882714552446764,1.4649834331102056,139.48377305046833,138.42985237871687,136.09522643648125,133.74700780320504,136.09522643648125,69.15665991067476,66.72928198523044,-1.031613861892131,43.10867021412382,35.876536922591065,18.281182964259187,1.0911346561413329,1.0818537453813097,0.7565215083724757,0.6521773744128652,-0.5584491331330073,134.5506789412299,138.48711318969725,142.4235474381646,0.05684910541929328,46328168.0,0.0027204416326320757,1
2023-12-21 18:30:00+00:00,139.8000030517578,140.19000244140625,139.7550048828125,140.0800018310547,1758513,60.79673966445089,61.537258741680006,62.41454200423541,56.50416545033997,1.3969797171371567,139.54126941433913,138.56034291900647,136.24051179394309,133.8668690952556,136.24051179394309,65.83456802474136,68.10427780895918,-0.7632254115588833,42.350129245370844,34.80901605921587,17.737218972873016,1.0442677206022197,1.0495109360419317,0.10344464711659886,0.6436789673074225,-0.7699105246822887,134.80748470984244,138.65711364746096,142.50674258507948,0.05552731967876229,44569655.0,-0.0018919743335548134,0
2023-12-21 19:30:00+00:00,140.16000366210938,140.17999267578125,139.72000122070312,139.7949981689453,2453301,62.3226559798148,62.33231995823178,62.892210959384805,60.07431406716722,1.3564984531163873,139.65376655029735,138.71269156120675,136.3942173574006,133.99148562133192,136.3942173574006,68.62007555111433,67.87043449551014,-0.40502528439866026,41.59955703260866,33.66815488360254,17.405288605064797,1.002533701636213,1.0200349619937412,0.956544815232535,0.7935049426126186,-0.5471698646920706,135.21545716840564,138.87461395263674,142.53377073686784,0.052697273894551505,47022956.0,0.002575111605815028,1
2023-12-21 20:30:00+00:00,140.4199981689453,140.68499755859375,140.0850067138672,140.16000366210938,3567806,63.42974399461529,62.90658496980315,63.236528025423716,62.65691078173772,1.3300639937808398,139.79308139005153,138.87529219051518,136.5520911147161,134.1187828995025,136.5520911147161,67.02057566155443,67.15840641247004,-0.26279930025676257,41.24592116152376,35.89079718353241,16.63924378355075,0.9737806404283809,0.9990327561303822,0.5583276112001221,0.43333079016301723,-0.18282437449743186,135.48224887639142,139.0586135864258,142.63497829646016,0.05143679514410858,50590762.0,0.0018549835904879686,1
2023-12-22 14:30:00+00:00,141.39999389648438,141.99000549316406,140.7100067138672,140.77000427246094,6271836,67.3268127150516,64.99278216931756,64.50334770359652,70.92686154990392,1.3723721079651625,140.08524730031203,139.11573997203607,136.74220494929526,134.26296529548233,136.74220494929526,73.76182984099425,69.80082701788767,0.7358547544552738,41.6599191473703,41.102254506264536,14.803247902497489,1.0163682606991216,1.0275814845348006,0.5390530005006795,0.4921798631476051,0.6912279703777319,135.8055455381644,139.3061134338379,142.8066813295114,0.05025720421575122,56862598.0,0.006979032476271518,1
2023-12-22 15:30:00+00:00,141.10000610351562,141.64500427246094,140.8800048828125,141.38999938964844,2654846,65.04191142354331,63.852763651026514,63.816462232006046,65.72843220639898,1.3659492725398081,140.26974890089448,139.30471769884366,136.91309911220588,134.39835224217606,136.91309911220588,75.72285704504671,72.16842084919845,2.083638299361498,42.044345848513515,38.85266623650948,13.993043858078003,0.9984133413383585,1.0144523797904825,0.28758352448389346,0.3790764934676374,-0.47233306767126737,136.25926200298136,139.545613861084,142.83196571918666,0.04710075461596625,54207752.0,-0.0021215544972962297,0
2023-12-22 16:30:00+00:00,141.16000366210938,141.2100067138672,140.72000122070312,141.11000061035156,2499467,65.29558706611834,63.98379312956836,63.89492691492961,66.30467803960914,1.350136893076808,140.43161340293355,139.48141160010707,137.0796443886727,134.5322463296995,137.0796443886727,80.38207200587803,76.62225296397298,2.038461326347718,42.161883104238925,37.43919040535003,14.671916766400509,0.9620984950401945,0.9882300354591615,0.8979540995858375,0.10204590041416249,-0.5238682363511533,136.69572266810354,139.76836395263672,142.8410052371699,0.043967621822838275,56707219.0,0.00042521301203723993,1
2023-12-22 17:30:00+00:00,141.49000549316406,141.5841064453125,141.14999389648438,141.1750030517578,2243458,66.72581726087229,64.71338658840536,64.32907141909293,69.5861915248011,1.3486870336605818,140.62404832843,139.6727062565887,137.25259972610377,134.670023738877,137.25259972610377,81.14650110731424,79.08381005274632,1.049850861197441,42.489362067817844,39.074085390864816,14.179739130914745,0.9243852131679038,0.9605241611276096,0.7832337434094904,0.7256239015817223,-0.6123564583907978,137.08175510480646,139.98511428833007,142.88847347185367,0.04148097029150542,58950677.0,0.002337785650987856,1
