Datetime,Close,High,Low,Open,Volume,rsi_14,rsi_28,rsi_50,rsi_7,macd,ema_10,ema_20,ema_50,ema_100,ema_200,stoch_k,stoch_d,roc,adx,di_plus,di_minus,atr_14,atr_20,close_pos,body_range_ratio,volume_zscore_50,bb_lower_20,bb_middle_20,bb_upper_20,bb_width_20,obv,returns,direction
2025-11-24 16:09:00+00:00,6696.7099609375,6697.419921875,6693.7900390625,6694.25,6596446,73.98062419399433,70.47061661329069,77.60547640405822,85.66558351176235,4.290375729076914,6690.8503864910035,6687.3571614276125,6679.726250393496,6667.877495117187,6679.726250393496,98.20523598043374,98.82726001293372,0.24519571070502283,28.91094968926944,38.70751023848708,11.553334094081416,2.850329789308448,3.127448031394808,0.8044121603443637,0.677697067527576,0.6839384135936146,6675.089772836772,6686.0250244140625,6696.960275991353,0.0032710770711627873,101535663.0,0.00035550724041488735,1
2025-11-24 16:10:00+00:00,6694.5400390625,6696.68994140625,6693.72021484375,6696.68994140625,6804260,67.77184968403701,68.0583152604807,76.5809076937187,70.32172332734037,4.33468499072751,6691.5212324130935,6688.041245011887,6680.307183282476,6668.405466284421,6680.307183282476,93.1502016856476,96.86530662881702,0.1836205285836492,30.66382157975439,35.817421060897686,10.86508294639911,2.860288096768559,3.120562934512567,0.27606050641236435,0.7239394935876357,1.013256727495772,6674.911275959848,6686.482031250001,6698.052786540153,0.0034609396199900065,94731403.0,-0.0003240280507379456,0
2025-11-24 16:11:00+00:00,6695.7900390625,6696.3701171875,6693.8798828125,6694.240234375,6331239,69.3667431086027,68.69841839394326,76.76125152597791,73.51043850431053,4.419717204378685,6692.297379076621,6688.77922539766,6680.914354097379,6668.947735052304,6680.914354097379,90.78672658575786,94.0473880839464,0.180138979801758,32.291488335204704,33.569158341951926,10.183080719462943,2.833855688070805,3.0890465065369384,0.7670588235294118,0.6223529411764706,0.4635591378654918,6674.8009874360305,6687.046533203125,6699.29207897022,0.0036624676398742543,101062642.0,0.00018671932540637037,1
2025-11-24 16:12:00+00:00,6698.240234375,6699.080078125,6696.14013671875,6696.18994140625,6263761,72.26417206710883,69.92360671475132,77.11376058998377,78.73529042652515,4.6314279128864655,6693.377898221781,6689.680273871693,6681.593800382776,6669.527784543842,6681.593800382776,90.5765024018641,91.50447689108985,0.15790316396995438,34.28146543489599,37.57010043622676,9.348196780761867,2.8664402148157477,3.099096134335091,0.7143331672479655,0.6973924597242983,0.38027923704720945,6675.035515032685,6687.906054687501,6700.7765943423165,0.0038488996554593854,107326403.0,0.00036593072635282553,1
2025-11-24 16:13:00+00:00,6696.830078125,6698.2900390625,6695.68994140625,6698.2900390625,6359262,68.26239962042706,68.3273887693667,76.43286868780223,69.52724300048496,4.632027223963632,6694.005567295093,6690.3612076101035,6682.191301470707,6670.068424020697,6682.191301470707,91.70432936337929,91.02251945033375,0.10897668628830953,35.8421244009281,35.119520958976715,9.867817203923511,2.847415746346766,3.074146210430836,0.4384976525821596,0.5615023474178403,0.5326459323242648,6675.249153601854,6688.557055664064,6701.864957726274,0.0039793043406695285,100967141.0,-0.00021052637717633438,0
2025-11-24 16:14:00+00:00,6695.85009765625,6696.7998046875,6695.330078125,6696.7998046875,6183571,65.54589935325599,67.22147602541358,75.95727098618907,63.505699970755174,4.501535054519991,6694.3409364516665,6690.88395904307,6682.726940536807,6670.578952211501,6682.726940536807,88.48642953875478,90.25575376799938,0.0796661262419096,37.05539926747481,33.751763209153495,10.417851357915115,2.7511717644648543,2.9954388999092942,0.3538205980066445,0.6461794019933554,0.3036220966852681,6675.785369079686,6689.201049804689,6702.616730529693,0.0040111459126783095,94783570.0,-0.0001463349759986965,0
2025-11-24 16:15:00+00:00,6696.8798828125,6697.009765625,6694.35009765625,6695.97021484375,6871064,67.03064657695637,67.78960323251879,76.11662332681993,67.008613015308,4.430146158680145,6694.802563062726,6691.454999402063,6683.281957880952,6671.0997627184515,6683.281957880952,85.4492682829936,88.54667572837587,0.08847642056687086,37.54436044997444,31.415481701763852,12.247193578668284,2.7446357790566505,2.9786503533513295,0.9511657793280704,0.34202313199926565,1.5186580333398207,6677.3857002785935,6690.140551757814,6702.895403237035,0.0038130294514871843,101654634.0,0.00015379453560493417,1
2025-11-24 16:16:00+00:00,6697.919921875,6698.4501953125,6695.830078125,6696.1201171875,5624321,68.50675001384704,68.36390006910842,76.27865167486891,70.36074711535603,4.406694770529612,6695.369355574048,6692.070706304247,6683.85599568464,6671.630854978977,6683.85599568464,86.01325858878934,86.6496521368459,0.09220191840699368,38.337543767719666,33.02728243291513,11.409341661232892,2.7357415939454612,2.960723695058763,0.7976146105106224,0.6869176295191949,-0.5452390331994044,6678.440911614544,6690.962548828126,6703.484186041708,0.0037428507848321466,107278955.0,0.0001553020332900612,1
2025-11-24 16:17:00+00:00,6697.64013671875,6698.669921875,6696.27001953125,6698.10986328125,5576250,67.62954216154858,68.02553803996356,76.1368637644223,68.1863441859775,4.315783388197815,6695.7822248730845,6692.601128248485,6684.396550234997,6672.145890260953,6684.396550234997,87.57334197950982,86.34528961709758,0.059458956323526754,39.12437030871046,31.51821086609022,10.688087668766327,2.711753076074357,2.932682627493325,0.5709053916581892,0.19572736520854528,-0.5976862000928713,6679.593677366573,6691.735546875,6703.877416383428,0.0036289149274877633,101702705.0,-4.177194703924858e-05,0
2025-11-24 16:18:00+00:00,6698.22021484375,6698.27001953125,6696.7001953125,6697.66015625,4899251,68.52929277299273,68.36221772247166,76.23033864778242,70.39905077190902,4.241647843485225,6696.225495776842,6693.136279352796,6684.938654729459,6672.662213520019,6684.938654729459,89.01641157871175,87.53433738233697,0.05811091884252561,39.8549949539162,30.1744880438904,10.232420074332996,2.630186729122617,2.8645397070561587,0.9682737169517885,0.3567651632970451,-1.659568790169327,6681.662275813511,6692.670556640625,6703.67883746774,0.0032896526831704955,106601956.0,8.660933002646587e-05,1
