Datetime,Open,High,Low,Close,% change,rsi_14,rsi_28,rsi_50,rsi_7,macd,ema_10,ema_20,ema_50,ema_100,ema_200,stoch_k,stoch_d,roc,adx,di_plus,di_minus,atr_14,atr_20,close_pos,body_range_ratio,bb_lower_20,bb_middle_20,bb_upper_20,bb_width_20,returns,direction
2022-05-16 18:00:00,145.35,147.506,145.148,145.307,-0.0295837633298977,37.53752427442965,38.54087528074603,35.607846340849854,37.03230584131728,-4.449710576233514,147.5197511758229,151.04499697674774,156.93996815487714,163.21328000000003,156.93996815487714,31.674916251879452,29.12458351635251,-4.157377481696475,23.504152624800664,19.85584729170984,30.77179130142803,4.073692864669426,3.9686740628162025,0.06743002544528903,0.018235793044956018,138.7845101679425,152.6335,166.4824898320575,0.18146723795310332,-0.00043337690032341225,0
2022-05-17 14:00:00,148.685,149.119,146.672,147.961,-0.48693546759928,42.46876153711319,41.04040415309797,37.12084413464869,47.7402897211843,-4.146359591089151,147.5999782347642,150.75128297896225,156.58785175664664,162.91125465346536,156.58785175664664,36.02370135899304,33.013525054733506,-3.5236201219313377,22.87265099367061,21.36382393778965,28.705563151194085,4.05500051719304,3.960840359675393,0.5267674703718898,0.2958724969350179,138.44198640650933,152.06500000000003,165.68801359349072,0.17917355858995423,0.018264777333507842,1
2022-05-17 18:00:00,147.975,149.756,147.298,149.115,0.7704004054739076,44.51975669810809,42.102180754282166,37.76960806300785,51.890520588412,-3.7693824991260385,147.87543673753433,150.59544650477537,156.29479874658207,162.6380614920106,156.29479874658207,44.59206465049245,37.43022742045498,-3.441688791038009,22.093253856950408,21.566595429329553,27.426731938745636,3.9409290516792512,3.8856983416916235,0.7392188771358863,0.4637917005695751,138.31798014984506,151.554,164.79001985015495,0.17467067646060078,0.007799352532086079,1
2022-05-18 14:00:00,146.993,147.22,142.129,143.55,-2.34228840829154,37.564913418593505,38.62372535076527,35.94467140923939,35.865762650473236,-3.8750057746634923,147.08899369434627,149.92445159955867,155.79500271730436,162.26008007632723,155.79500271730436,42.9078538210754,41.174539943520294,-4.274473192851424,22.44337909036416,18.978709021185008,33.01419796700891,4.158434119416449,4.040713424607043,0.27912001571400874,0.6762914947947315,137.88637996850966,150.63600000000002,163.3856200314904,0.1692771984318538,-0.03732018911578305,0
2022-05-18 18:00:00,143.56,143.56,139.958,140.365,-2.225550292560597,34.26561188676852,36.81828185302475,34.95822635811932,29.73443881991267,-4.167673517324857,145.8664493862833,149.01402763769593,155.1899045715277,161.82651413422172,155.1899045715277,30.947995162340717,39.48263787796952,-4.058044319284756,23.142388941914636,17.793167686814954,34.71691311040807,4.118688825172417,4.018777753376691,0.11299278178789846,0.8870072182121015,138.02668874738865,149.35565000000003,160.6846112526114,0.15170448861641828,-0.022187391152908353,0
2022-05-19 14:00:00,141.135,141.648,137.788,138.09,-2.15750876820065,32.09709881954652,35.5860957242516,34.27268695302827,26.026678251906997,-4.530958232887741,144.45254949786815,147.97364405315346,154.51932007852662,161.35648415136586,154.51932007852662,12.285547659427555,28.713798880947888,-2.578574200148154,24.13831183959113,16.596702357878907,36.16268413343597,4.1002110519458155,4.010838865707855,0.07823834196891027,0.7888601036269428,136.67505996689312,148.38500000000002,160.09494003310692,0.15783185676593864,-0.01620774409575043,0
2022-05-19 18:00:00,138.095,139.395,136.595,137.245,-0.6155183026177591,31.304647912356476,35.133198085044455,34.01983606577751,24.69242644007576,-4.831355565788726,143.1420859528012,146.9518684290436,153.84189576172164,160.87902901965563,153.84189576172164,4.595568890670169,15.94303723747948,-3.2259201805104984,25.245977148256294,15.76839821120083,36.48431259726199,4.007338833949687,3.950296922422463,0.23214285714285823,0.30357142857142533,135.3067946452857,147.44835,159.58990535471432,0.16468892808518118,-0.006119197624737449,0
2022-05-20 14:00:00,138.685,140.464,133.598,134.332,-3.1387677109997534,28.67621512283942,33.60425261049752,33.15928009735028,20.47156844617984,-5.244027486827548,141.54025214320097,145.7499761977061,153.07680181028158,160.35334527669215,153.07680181028158,3.1765047284845354,6.685873759527419,-8.775932905504058,26.702079175274662,13.932205149935754,37.31872485793835,4.2115289172389945,4.0960820763013395,0.10690358287212089,0.6339935916108386,134.00615976114833,146.21395,158.4217402388517,0.16698530118161345,-0.021224816933221646,0
2022-05-20 18:00:00,134.32,137.63,132.61,137.302,2.220071471113758,34.69660301994701,36.5249566513973,34.87322311468448,33.90966301318855,-5.270661869557927,140.76966084443717,144.94540703601982,152.45818213144702,159.89688299398537,152.45818213144702,11.766269600333693,6.512781073162799,-6.370529990998618,28.186260412391775,12.762068861335889,35.83739293585015,4.269276851721923,4.142277972486272,0.9346613545816724,0.5940239043824721,133.58440616339604,145.20875,156.83309383660398,0.16010528066117186,0.022109400589584105,1
2022-05-23 14:00:00,138.84,143.241,138.105,142.369,2.54177470469605,43.46441313340898,41.10837547716318,37.656244843530416,50.54314052064177,-4.827259612499887,141.06044978181222,144.70003493735126,152.0625279302138,159.54979620202528,152.0625279302138,29.588711354344078,14.843828561054103,-2.0643874251908954,27.750421832741225,20.66090380969423,32.37324008193104,4.388542790884644,4.232114073861959,0.8302180685358236,0.6871105919003075,133.53303841312595,144.70685,155.88066158687406,0.15443376159282096,0.036904050924239984,1
2022-05-23 18:00:00,142.37,142.91,141.516,142.648,0.1952658565709009,43.91096439188379,41.35020016648489,37.80557094272409,51.330016657987805,-4.402596765944395,141.34909527602818,144.5046030385559,151.69333075647995,159.2151071683218,151.69333075647995,47.608771725183644,29.65458422662047,-1.8299187238054546,27.34571458020857,20.168115839654504,31.6010984849067,4.174646877250027,4.090208370168861,0.8120516499282644,0.19942611190817108,133.5410683796213,144.25875,154.9764316203787,0.14858969206898992,0.001959696282196166,1
2022-05-24 14:00:00,141.575,141.681,137.323,139.115,-1.737594914356334,39.64105433139214,39.23452400122736,36.67062688479146,41.5609781028742,-4.301546424444325,140.94289613493214,143.99130751107438,151.20006288367682,158.81708524419662,151.20006288367682,51.13340332050232,42.776962133343346,-5.978602469569686,27.692636303274753,18.36605978154873,35.81320033213958,4.256814957446453,4.151947951660418,0.4111977971546581,0.564479118861858,133.50415363938868,143.54625000000001,153.58834636061135,0.13991443678412133,-0.02476725926756762,0
2022-05-24 18:00:00,139.09,140.935,138.141,140.043,0.6851678769142303,41.256870152708174,40.069773269637395,37.1761274213595,44.78142919914288,-4.099326966865107,140.77927865585357,143.6152782243054,150.7625310058856,158.4453211799551,150.7625310058856,46.61145456666275,48.4512098707829,-6.083894980384269,28.014777903264783,17.483347764502383,34.09194151679872,4.152328174771707,4.084050554077398,0.6807444523979984,0.34108804581245494,134.09131000335478,142.8269,151.5624899966452,0.12232415597685334,0.006670740035222611,1
2022-05-25 14:00:00,139.62,141.365,138.852,139.44,-0.1289213579716421,40.49822237288546,39.70203773299442,36.980409135356076,42.985648185321246,-3.9422795061763907,140.53577344569837,143.21763267913346,150.31851018212538,158.0689781862926,150.31851018212538,40.37482017185736,46.03989268634081,-2.8631138975966657,28.170279864145297,17.466785694735602,32.575435805787805,4.035233305145157,4.0054980263735285,0.23398328690807507,0.07162753680859787,134.1247924999334,142.30090000000004,150.4770075000667,0.11491294152133467,-0.004305820355176682,0
2022-05-25 18:00:00,139.422,141.771,138.512,140.277,0.613246116107924,42.09002821941408,40.48822147410492,37.44685204538381,46.462366696166825,-3.70754113092255,140.48872372829865,142.93757242397788,149.92472546910085,157.71666178656406,149.92472546910085,42.633850460748796,43.2067083997563,-0.06269369144731399,28.173041608305226,17.173802916077733,30.67004822780149,3.9797880690633596,3.9681731250548515,0.5415771709113206,0.26235041423749417,134.0022316724847,141.99965,149.9970683275153,0.11263997238747145,0.006002581755593761,1
2022-05-26 14:00:00,138.243,144.337,138.178,144.003,4.166576246175207,48.6728135075589,43.86693843488374,39.48155943487925,59.33956855012689,-3.184147348248729,141.12768305042616,143.03904171693236,149.6925009409008,157.44510412742417,149.6925009409008,50.332439052840215,44.44703656181545,4.281990006517476,27.315449083038484,19.778903279732376,27.40739188613021,4.135446064130262,4.0777144688021085,0.9457704172755311,0.9352167559668775,134.0666623815681,142.11255,150.1584376184319,0.11323261201676968,0.026561731431382185,1
2022-05-26 18:00:00,144.001,144.327,143.078,143.983,-0.0124999131950477,48.640851846831445,43.853079482875735,39.47452659399321,59.25032291368306,-2.7393898564302503,141.6468315867123,143.12894250579595,149.4685989432184,157.17852780806922,149.4685989432184,63.002298654555275,51.98952938938143,4.909468468796677,26.519113166719368,19.32982534133878,26.785109908666833,3.9292713452638144,3.9362787453620025,0.7245796637309885,0.014411529223379304,134.1333280346903,142.22070000000002,150.30807196530975,0.11372988552734907,-0.0001388859954305488,0
2022-05-27 14:00:00,145.786,148.824,145.786,148.31,1.7313047892115847,55.45597796801128,47.569527031707146,41.76462525181084,70.4630629500053,-2.014541224875245,142.85831675276458,143.622376552863,149.4231636905432,157.00291339602825,149.4231636905432,80.37360910364885,64.56944893701477,10.40556233808773,24.800267618301092,25.698073550182222,24.466397586251354,3.994394820602114,3.9815148080939027,0.8308097432521369,0.8308097432521369,134.03545999284967,142.27345000000003,150.51144000715038,0.11580502204944572,0.030052158935429896,1
2022-05-27 18:00:00,148.3,149.233,148.06,149.149,0.5724881995954076,56.656956483605796,48.258199836649396,42.197350991621036,72.1938749910121,-1.3567533656811293,144.002077343171,144.14872164306652,149.412412173267,156.84739035848312,149.412412173267,91.38950621424426,78.25513799081612,8.628424931901945,23.311902761402155,25.90063606243725,23.925929726213692,3.7928666191305345,3.8410890676892073,0.9283887468030665,0.7237851662403991,133.81212533584127,142.3987,150.9852746641587,0.12059905974083637,0.005657069651405777,1
