Date,Close,High,Low,Open,Volume,rsi_14,rsi_28,rsi_7,macd,ema_20,ema_50,stoch_k,stoch_d,roc,adx,di_plus,di_minus,atr,close_pos,body_range_ratio,returns,direction
2004-10-28,4.804201602935791,4.831292697416955,4.612829725087029,4.639671247726226,593278128,82.52061778432292,85.5228563236119,83.45173748322239,0.4216139757137545,3.8671268097387994,3.1575712966918945,87.86387623856777,85.46152941023257,36.12672267983355,65.16041753780796,47.88993013609009,7.199284907295097,0.21176511188046168,0.8759922828466765,0.7531269645141011,0.03941477898172829,1
2004-10-29,4.738091945648193,4.969479157876565,4.737097920342336,4.943133935489635,845653500,79.60367646798456,83.88422556631801,78.55468383430404,0.43845077205455985,3.950075870301599,3.2195524986117494,90.0989539036397,87.53475878080005,32.28785115062418,65.93828664579753,48.79295780594439,6.637653563146392,0.2132376922843022,0.004277562665578509,0.8823517424088051,-0.013760799972923454,0
2004-11-01,4.8720526695251465,4.912812914930385,4.753749928678363,4.810415999137926,488507004,81.06431734714978,84.50798021481569,81.16727795296158,0.45733172981540804,4.037883184513365,3.284356426882863,92.59115943651442,90.1846631929073,31.422617889603657,66.660593674645,45.89397082318422,6.243283716740221,0.21048649778415146,0.7437477670596632,0.3874985113731109,0.028273137248843838,1
2004-11-02,4.843222618103027,4.952080934864797,4.805195823829223,4.940399362044155,453398148,79.74081461661098,83.78423265887304,78.7582046223438,0.4646129122232492,4.114582178188571,3.3454884343816933,90.45004035019001,91.04671789678136,31.72232339216522,67.37722399128934,44.91594380079732,5.924596024436437,0.2059435415878245,0.25888801121983546,0.661583350797158,-0.0059174342679938485,0
2004-11-03,4.763691425323486,5.010487220529795,4.740826001232466,4.925487399188433,554992452,76.05203496695967,81.78056431282963,71.89096473656527,0.4586784396176542,4.176402106487134,3.4011042379480383,89.77450458763514,90.93856812477985,36.42965559797452,67.47169062064626,40.79855048637419,7.569688164010505,0.21049480428136053,0.08479314953259551,0.5999971901282183,-0.01642113093919506,0
2004-11-04,4.590461254119873,4.732127154765643,4.556908754117357,4.683414228756344,575807616,68.60739503927661,77.58929422380774,58.85108186867622,0.43498288828229636,4.215836311023586,3.44774568956262,82.81696119460675,87.68050204414396,23.644401655134573,66.08697743941215,37.92740447412262,13.296181484633461,0.21022965191884402,0.19148959172310684,0.5304977918560846,-0.036364691945144134,0
2004-11-05,4.208958148956299,4.530812063402319,4.189075276169238,4.522858914287495,792530676,55.68047613523871,69.45922425163774,40.142962550376616,0.3810276315445975,4.215181247969559,3.4775971585584506,68.23657732013304,80.2760143674583,-1.7862308842641221,62.59733137702443,33.06343095026384,23.343437428629564,0.2238836752068291,0.0581818332993812,0.9185454333808674,-0.08310779332276919,0
2004-11-08,4.288489818572998,4.3603163147290385,4.21020097411772,4.248227295485437,447224328,57.479151246403866,70.13574398913246,44.43869229744145,0.3407572059611841,4.222163016598458,3.509396870715884,57.95699756835216,69.67017869436398,-7.924239515747175,59.356945747664405,31.42674331954151,22.18790352909414,0.21870328167582273,0.5215246099196812,0.26821058343270604,0.018895809081974635,1
2004-11-09,4.192803859710693,4.3543516745076385,4.107555891389766,4.327012900970472,442125432,54.6076819455021,68.24948143110022,40.37186739416594,0.29768996178047846,4.219366906418671,3.536197144794112,48.759150805934226,58.31757523147314,-7.205725186932571,55.81904749920547,28.913496942501407,23.739607902209354,0.22070988892168342,0.34541906366451935,0.5438060552099434,-0.022312273763108625,0
2004-11-10,4.171927452087402,4.287744434578702,4.133900652801799,4.24176543208002,425334240,53.97414515249292,67.8366913855355,39.452843386003394,0.25888998625264836,4.214848863149026,3.5611277450801233,36.12278212470413,47.612976832996836,-9.738112407911203,52.533856268493594,27.440330168883786,22.530055088525394,0.21593373841134197,0.24717800645818797,0.4539538692171075,-0.004979104275278812,0
2004-11-11,4.548707485198975,4.5668504610174505,4.164718654739703,4.2034903801771595,598820580,62.443017510587865,71.10740682712137,59.07099562858836,0.25559735865139466,4.246644922391878,3.599856362339686,34.69362904370323,39.85852065811386,-5.318138971950864,50.55328412822999,32.70434643329336,19.704010068568305,0.2292336004017995,0.9548830121486467,0.8584675462934607,0.09031317956477225,1
2004-11-12,4.523357391357422,4.717215551742141,4.409029788237781,4.6036338228599725,669174156,61.62147099146986,70.60643616526954,57.6058874252541,0.24808264454166906,4.272998490864787,3.636072088967833,34.99422052593077,35.270210564779376,-4.532089219754362,49.18632615346499,34.213429546049284,17.855516008241292,0.23487304062341097,0.37096977426740635,0.2604806613703779,-0.0055730323227068945,0
2004-11-15,4.594686508178711,4.68043173435671,4.442582628988933,4.4848341538030825,475583940,63.09287017040946,71.19853415489362,60.79772474220259,0.24505796736974528,4.3036354448946845,3.6736648112898282,49.61926661118824,39.76903872694075,-5.693004163960916,47.91700803404035,31.738708128326998,16.56399310403772,0.23508561667657998,0.6394973777790147,0.4618573368429021,0.01576906502182962,1
2004-11-16,4.288241863250732,4.460476760632348,4.2457417157899116,4.411515685289909,835859304,53.587378799490715,65.33491037209143,44.14045038952614,0.21544979600296177,4.302169389500023,3.6977658721510402,40.003709903743115,41.53906568028737,-11.458914830342186,45.63308204344123,28.483606401919612,20.65060820831021,0.24321841494173851,0.19791900987566174,0.5740740740740737,-0.06669544143708084,0
2004-11-17,4.287247657775879,4.411515987224578,4.2002597798046954,4.200757502861819,724590684,53.559186074613734,65.3168120461233,44.09472323928457,0.1897179325751166,4.300748272192961,3.7208828049206417,31.287294603131087,40.30342370602081,-10.001566537556611,43.27655571910312,26.698363163050626,20.70567985589518,0.24093540011874884,0.411764837746474,0.4094088214987031,-0.00023184454295210877,0
2004-11-18,4.163973808288574,4.3349660470861195,4.1189878893806195,4.232320978864856,664518816,50.04356340340413,63.07030836041795,38.34798377181339,0.15756180163892797,4.287722132773496,3.7382589226997767,15.386760937949825,28.89258848160801,-9.290731850716146,40.67050988850001,24.974940052496308,21.798151834018977,0.23915273994637393,0.20828920565798992,0.31645408638718864,-0.028753610550983688,0
2004-11-19,4.210200786590576,4.224616283693531,4.138622444766554,4.202744886906315,350421228,51.33361362918836,63.55773175678246,41.673594684631865,0.13426029787382365,4.280339147422742,3.756766446773926,12.50573428835643,19.726596609812447,0.02952363958728082,38.25061018865426,24.30227872226985,21.21105237438748,0.22821281844498842,0.8323659312942638,0.08670271937263806,0.01110164963333471,1
