Date,Close,High,Low,Open,Volume,rsi,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,BBL_20_2.0_2.0,BBM_20_2.0_2.0,BBU_20_2.0_2.0,BBB_20_2.0_2.0,BBP_20_2.0_2.0,ema_10,ema_20,ema_50,atr,stoch_k,stoch_d,returns,direction,movement_category
2000-03-14,0.8574493527412415,0.9324998578304962,0.8555731527408527,0.9097499808977749,428579200,44.22057384991304,0.024275079039675518,-0.005993500157775892,0.03026857919745141,0.8044799624906462,0.8920489251613617,0.9796178878320771,19.633219703700718,0.3024438604450266,0.9050617227374983,0.8899715369105725,0.8307152473926545,0.05502966979332041,51.51427694153718,60.26805673518674,-0.0582174862542274,0,2
2000-03-15,0.8724590539932251,0.9024797501838325,0.8565110570252495,0.8677687554698991,443609600,46.19244830717288,0.02003298967070921,-0.008188471621393759,0.02822146129210297,0.8030146817580094,0.8910169512033463,0.9790192206486833,19.753220031669912,0.394560121420229,0.8991339647839941,0.8883036813946347,0.8323522594162063,0.054382457176553455,37.55484810320124,50.91983067302617,0.017505058699966325,1,2
2000-03-16,0.9123297929763794,0.9156138447115109,0.8593255346532955,0.8804337887041931,378100800,51.13416107376763,0.019661690970936507,-0.006847816256933172,0.02650950722786968,0.8068793404917286,0.893807876110077,0.9807364117284253,19.451279842524603,0.6065353093466408,0.9015332062735186,0.890591882497658,0.8354886332813112,0.05451858952524359,37.90662559460124,42.325250213113215,0.045699266688409956,1,2
2000-03-17,0.9381285905838013,0.9381285905838013,0.8977890738142738,0.9015422767715129,305043200,54.073358881061026,0.021204746317621925,-0.004243808728198205,0.02544855504582013,0.8098678098520736,0.897607272863388,0.9853467358747025,19.549632821361506,0.7309184278640264,0.9081869125117518,0.8951191880296716,0.8395137296461147,0.05350579861412101,50.900048824643065,42.12050750748185,0.028277929544815228,1,2
2000-03-20,0.923118531703949,0.9475099379536811,0.9184281310173016,0.9268716338364102,204489600,52.10951002880282,0.02097465966928047,-0.0035791163012317308,0.024553775970512202,0.8187911279411157,0.9020164638757705,0.9852417998104253,18.453174474677194,0.6267767056221136,0.9109017523648785,0.8977857921891266,0.8427923493346572,0.05176122777999662,56.42740533572596,48.41135991832342,-0.016000001524856478,0,1
2000-03-21,1.0127103328704834,1.026313090468853,0.9128000262567701,0.9198355794659628,524328000,61.17356926761191,0.02770228920116624,0.0025188105845232282,0.025183478616643013,0.8163517663941787,0.909943664073944,1.0035355617537094,20.57092133830383,1.0490147723479573,0.9294124033658975,0.9087309865397319,0.8494557996693956,0.05617207323943137,68.54750235059561,58.62498550365488,0.09705340981635402,1,2
2000-03-22,1.0821306705474854,1.0835386217213951,0.9873798953296258,0.9965269185244412,567996800,66.4692296293892,0.038195333131137876,0.01040948361159589,0.027785849519541987,0.8010847341938847,0.9204272449016571,1.0397697556094294,25.931981342104557,1.177476218184243,0.957179361035277,0.925245242159518,0.8585803044097129,0.05902826275031266,80.41420419945007,68.46303729525721,0.0685490563528004,1,2
2000-03-23,1.0605547428131104,1.128568904804428,1.0507041906201267,1.065714093024334,562564800,63.567255367473734,0.044259947865198046,0.013179278676524846,0.0310806691886732,0.7986338016822768,0.9302248537540436,1.0618159058258105,28.292310518411547,0.9952080213933833,0.975974884994883,0.9381318612693839,0.8665008706216109,0.06037372356702614,88.83381283593864,79.26517312866143,-0.019938375578486323,0,2
2000-03-24,1.0408533811569214,1.0802547785662384,1.0169309323819469,1.0689970789875352,446913600,60.95050862072612,0.046935421181529824,0.012683801594285296,0.03425161958724453,0.8095734607015813,0.9408491492271424,1.0721248377527033,27.905788857522378,0.8808939532254179,0.9877709752061626,0.947914863163435,0.8733382239759369,0.06058444661111653,80.77921849837249,83.34241184458706,-0.01857646839043059,0,2
2000-03-27,1.047420859336853,1.0863532134147798,1.0272507064563965,1.0328800081145326,279182400,61.51917775208573,0.049020614532820916,0.011815195956461105,0.03720541857635981,0.818533067610014,0.9507229536771775,1.082912839744341,27.808287483937036,0.8657537975732307,0.99861640868447,0.9573916247037605,0.8801649939900905,0.06047859377877844,71.07675005736166,80.2299271305576,0.006309705381013275,1,0
2000-03-28,1.0441372394561768,1.065713632924763,1.0291264417059265,1.0300645414131295,202966400,61.04054589307358,0.0498337323585043,0.010102651025715587,0.039731081332788715,0.8286432525655962,0.959916600584984,1.0911899486043717,27.350990271319045,0.8207834649679014,1.0068929233702348,0.9656531118230383,0.8865952781260155,0.05877206502449687,69.07213970074945,73.64270275216118,-0.0031349575019493647,0,0
2000-03-29,1.020215392112732,1.0464830009092065,1.004384223818345,1.0460140509840985,239836800,57.528953677112646,0.04799458918759958,0.006610806283848691,0.04138378290375089,0.8281970986195991,0.9620274364948274,1.0958577743700557,27.822561560789307,0.7173944882069785,1.0093151904143252,0.9708495194696757,0.8918352825960828,0.05758111588638007,66.5521995077627,68.9003630886246,-0.022910635153578274,0,2
2000-03-30,0.9437575936317444,1.0333489526349349,0.9414123435448192,1.002390248646198,414400000,48.02024032278136,0.03990752056589908,-0.0011810098702814548,0.041088530436180534,0.8310754082374192,0.9634346395730974,1.0957938709087756,27.476535698223845,0.4256680257856373,0.9973956273629467,0.9682693360565393,0.8938714516563049,0.060035079686646904,53.894705154643304,63.17301478771848,-0.07494280038517509,0,2
2000-03-31,1.0192770957946777,1.0300648447931084,0.9456336418135558,0.9564222926385034,404633600,55.79259050828677,0.03914105933322365,-0.0015579768823655096,0.04069903621558916,0.831690263312999,0.9663663148880005,1.101042366463002,27.872670953066102,0.696437229514451,1.001374076168716,0.973127217936362,0.8987893200538882,0.06191166336341242,50.85923134554785,57.10204533598461,0.08002002068382952,1,2
2000-04-03,1.0005141496658325,1.046951909732025,0.9714323442289533,1.0169312025418973,328563200,53.6463192070857,0.036597744324886716,-0.003281033512561954,0.03987877783744867,0.834184886355911,0.969227597117424,1.104270307878937,27.866047389311454,0.6158394717196579,1.0012177258954644,0.9757354971486926,0.9027785290582783,0.06288365637338808,48.399766447406556,51.051234315865905,-0.0184080915839836,0,2
2000-04-04,0.9554840922355652,0.99816873923102,0.8762122470906638,0.9953545397792419,660329600,48.79490128600928,0.03059590896124076,-0.007426295100966332,0.03802220406220709,0.8374812642704231,0.9708927869796753,1.1043043096889276,27.482235834561834,0.4422512597442921,0.9929025197754827,0.973806791918871,0.9048454138887602,0.06727067395922956,49.53705594248966,49.598684578481354,-0.04500691713886029,0,2
2000-04-05,0.9784684777259827,0.997230676529527,0.9306236783619641,0.949151302084068,457665600,51.21976708346612,0.027378457203075746,-0.008514997487305082,0.03589345469038083,0.8431699373063882,0.9740355342626572,1.1049011312189263,26.870805499993182,0.5169370085279431,0.9902781484937553,0.9742507619957388,0.907732592862769,0.06722326854553909,43.05531357004205,46.99737865331276,0.02405522569888152,1,2
2000-04-06,0.9395362138748169,1.0094265681042494,0.9249944613617443,0.9803447665282309,259627200,47.14699625360407,0.021439948798117614,-0.011562804713810576,0.03300275351192819,0.8459166257415738,0.9751378417015075,1.1043590576614413,26.503169179540205,0.36224542323712056,0.9810523421994027,0.9709446145556511,0.9089797936867708,0.0684524712738938,33.775976079610565,42.12278186404742,-0.03978898118582885,0,2
2000-04-07,0.9887874126434326,0.9897254124897775,0.9418814081489855,0.9550152096509748,242435200,52.312887205125236,0.02047181192907277,-0.01002475326628434,0.03049656519535711,0.8489031759574622,0.977389332652092,1.1058754893467218,26.291704319299182,0.5443552841977762,0.9824587186437718,0.9726439286592493,0.9121095042340909,0.06714795179825572,36.74103753159,37.85744239374754,0.05242075615743946,1,2
2000-04-10,0.9381285905838013,0.996293115919655,0.9362524901201001,0.9883186618683424,212262400,47.202396809280394,0.015438843540544811,-0.012046177323849837,0.02748502086439465,0.8527496736059408,0.9787730783224107,1.1047964830388806,25.75130180990888,0.33874230413766304,0.9743986953601407,0.9693567536044447,0.9131298605615304,0.06664028565549138,31.412614985018774,33.976542865406444,-0.05123327968364766,0,2
2000-04-11,0.8963818550109863,0.937190314072827,0.886062252269231,0.9268716131577555,541822400,43.43656054843243,0.007989469531866189,-0.015596441066022766,0.023585910597888955,0.8615717650074737,0.9807197034358979,1.099867641864322,24.298061517678477,0.14607927951864705,0.9602138152966581,0.9624067632622106,0.9124730760301366,0.06559928941685417,25.712433972057557,31.28869549622211,-0.04450001416845828,0,2
2000-04-12,0.8199239373207092,0.8930983325479303,0.7870898907137692,0.8930983325479303,941136000,37.53087053022426,-0.0040371898010164164,-0.0220984803191243,0.018061290518107884,0.8471618595730799,0.9780929476022722,1.1090240356314645,26.77272918696753,-0.1040162526041856,0.9347065647555763,0.9488369703154009,0.9088436980415316,0.06872019476545152,14.499792488211263,23.874947148429197,-0.08529614612663039,0,2
2000-04-13,0.8541663289070129,0.9006040948544757,0.814295865915932,0.8368112238048792,529827200,41.3752190961305,-0.010682191490253401,-0.02299478560668903,0.012312594116435626,0.835792955189575,0.9751847743988039,1.114576593608033,28.5877759515192,0.06590549510606246,0.920062885510383,0.9398207187526972,0.9066994874872368,0.06997648292067239,13.792658940350039,18.00162846687295,0.04176288802861228,1,2
2000-04-14,0.8396250605583191,0.8855929047395922,0.8180477621651538,0.8203929616684549,667620800,40.24264479597069,-0.016926642237668155,-0.023391389083283025,0.00646474684561487,0.8189070958001612,0.9702595978975298,1.1216120999948984,31.198351951444057,0.06844275605311616,0.9054378264281895,0.9302782751151374,0.90406911780375,0.06980281575308425,17.413571350992406,15.235340926517901,-0.017023930652125818,0,1
