Datetime,Open,High,Low,Close,% change,rsi_14,rsi_28,rsi_50,rsi_7,macd,ema_10,ema_20,ema_50,ema_100,ema_200,stoch_k,stoch_d,roc,adx,di_plus,di_minus,atr_14,atr_20,close_pos,body_range_ratio,bb_lower_20,bb_middle_20,bb_upper_20,bb_width_20,returns,direction
2022-03-25 15:00:00,173.776,175.272,173.543,174.547,0.4436746155970827,77.18539825405729,70.49359468911908,62.12962494363774,81.91159199391043,2.296370764381834,172.5735744031048,170.9424401605882,166.92947810776997,161.48203,166.92947810776997,89.29072752027326,91.5108351453342,1.6433250837094209,47.5975641046489,37.15910467758404,9.29546895199997,1.367031638612696,1.3917049427837023,0.5806824754193172,0.4459224985540736,167.83584725747562,171.25145,174.6670527425244,0.03988991325357403,0.0044078466575747655,1
2022-03-25 16:00:00,174.586,174.641,172.742,173.078,-0.8637576896200209,66.0681649051632,65.53650165588887,59.65794775712803,59.26352818347403,2.191998999119164,172.66528814799483,171.14582681196075,167.1705966133476,161.71165316831681,167.1705966133476,75.58211936751516,85.71293453646467,1.4584676710240925,47.47143695768719,33.571883295735496,12.470045787259304,1.4050293787117891,1.4170696956445172,0.1769352290679371,0.7941021590310737,168.15323457848035,171.4633,174.77336542151966,0.03860960825459037,-0.008416071316035167,0
2022-03-25 17:00:00,173.092,173.72,172.837,173.255,0.0941695745614947,66.69069914552014,65.83668264587416,59.85430970966171,60.78760663950337,2.099365861102939,172.77250848472303,171.34670044891686,167.40920066772614,161.94023429369668,167.40920066772614,67.52204237399673,77.46496308726171,1.3868976212072475,47.354318892651314,32.02382753943658,11.895031094391896,1.367741565946662,1.3903662108622918,0.47338618346546063,0.18459796149488186,168.42338505358157,171.66105,174.8987149464184,0.037721602500024556,0.0010226603034468873,1
2022-03-25 18:00:00,173.265,174.326,172.917,174.279,0.5852307159553344,70.10756947631872,67.53329638436428,60.97564553299024,68.69322323739824,2.0845522531288907,173.0464160329552,171.62596707282955,167.67860456310942,162.1845662878809,167.67860456310942,65.75865245427045,69.62093806526077,2.0721443589998785,47.524188622187566,32.830400318213805,11.021671064070183,1.3706885969504714,1.3912979003191768,0.9666430092264036,0.7196593328601958,168.84475646720716,171.94505,175.04534353279286,0.036061445593145565,0.005910363337277458,1
2022-03-25 19:00:00,174.267,174.744,174.162,174.718,0.258798280799,71.45926055787959,68.23464743969427,61.446727524679595,71.56095639672857,2.084210511803036,173.35034039059968,171.92044639922676,167.95465928612472,162.43275309406147,167.95465928612472,76.54954599289385,69.94341360705367,1.6547005364394813,47.86423698827568,34.063590651874556,10.673081616494162,1.3143536971682945,1.3508330053032176,0.9553264604810812,0.7749140893470762,169.30662797749713,172.24575,175.18487202250284,0.03412707741703767,0.0025189495005135676,1
2022-03-25 20:00:00,174.717,174.767,173.335,174.565,-0.0869978307777807,70.26670828947762,67.70602480833588,61.18406390218491,68.99133790551159,2.0479859508007223,173.57118759230883,172.17230864691945,168.21388833372768,162.67299560705035,168.21388833372768,85.16910119752605,75.82576654823012,1.87984405640116,47.11808928010386,31.42962164667134,14.313414894262507,1.3227570045134156,1.3548913550380561,0.8589385474860336,0.10614525139665958,169.6763396672764,172.49724999999998,175.31816033272355,0.032706728167823794,-0.0008756968371890217,0
2022-03-28 14:00:00,173.557,174.991,173.367,174.457,0.5185616252873728,69.38644908379155,67.32422233482507,60.99625740684085,67.00976647830616,1.987650628638761,173.73224439370722,172.3898982995938,168.45871624220894,162.90634222869292,168.45871624220894,86.34030793525469,82.68631837522486,1.3359898232427276,46.54900653725827,29.907779828870705,13.078321147493261,1.3442743613338877,1.3683467872861546,0.6711822660098445,0.554187192118222,169.9336732135333,172.70065,175.4676267864667,0.03204361751350327,-0.0006186807206485234,0
2022-03-28 15:00:00,174.473,174.995,173.633,174.959,0.2785531285642993,71.19289603145113,68.18891956968915,61.55595730185468,71.45568536958677,1.957773659666998,173.9552908675786,172.63457465201344,168.71362933074977,163.14500871921385,168.71362933074977,87.76330218888464,86.42423710722178,1.3949418146413897,46.02288559555328,27.766673106398866,12.132755118734575,1.3455404783814668,1.3680294479218467,0.9735682819383249,0.3568281938325931,169.9548484283215,172.8601,175.76535157167848,0.033613905946814696,0.0028774998996887735,1
2022-03-28 16:00:00,174.958,174.985,173.096,173.158,-1.028818344974229,57.975381446049695,62.07705777063615,58.48363198629638,45.685736320995055,1.7683854513880704,173.81032889165522,172.68442468515502,168.88791837660273,163.3432857742789,168.88791837660273,75.87764108876141,83.32708373763357,-0.2781601119551282,44.82407635092773,25.060423767054633,13.720928490045667,1.3843590156399344,1.3940779755257549,0.03282159872947754,0.9528851244044477,170.07338243768675,172.9315,175.78961756231325,0.03305490974534141,-0.010293840271149324,0
2022-03-28 17:00:00,173.145,174.081,173.085,174.031,0.5117098385746026,61.68841187114629,63.71205452394729,59.48386138047201,54.8866185520967,1.6694928614101343,173.85045091135424,172.81266995323548,169.08960785203007,163.55492367973872,169.08960785203007,70.89076005418636,78.17723444394413,0.14385922511666982,43.696370208298816,23.746254971557967,13.059318575505818,1.3566190859513663,1.374174076749466,0.9497991967871647,0.8895582329317396,170.13328048143026,173.01685,175.90041951856975,0.0333328172206319,0.005041638272560434,1
