Datetime,Close,High,Low,Open,Volume,rsi_14,rsi_28,rsi_50,rsi_7,macd,ema_10,ema_20,ema_50,ema_100,ema_200,stoch_k,stoch_d,roc,adx,di_plus,di_minus,atr_14,atr_20,close_pos,body_range_ratio,volume_zscore_50,bb_lower_20,bb_middle_20,bb_upper_20,bb_width_20,obv,atr_5,log_returns,rolling_max_20,rolling_min_20,price_from_20d_high,returns,direction
2024-01-12 15:30:00+00:00,185.875,186.05999755859375,185.19000244140625,185.8000030517578,4645419,58.339739157066894,50.59765408681401,43.56177530014887,65.10755658798023,0.34606210884231814,185.3053116567039,184.97354848542156,185.43689081025505,187.9925230407715,185.43689081025505,62.05048586303896,57.88786620144025,0.026908678907036302,15.360758418311837,26.37374874811068,18.988524988837927,1.0176576135590933,1.0334130188841468,0.7873579346148449,0.0862038725971657,-0.5166914688010256,183.6024866649728,184.96424942016603,186.32601217535927,0.01472460499217717,-38307201.0,0.9663256744296749,0.0004574372991003726,186.13999938964844,184.0500030517578,0.9985763436632783,0.00045754193949654187,1
2024-01-12 16:30:00+00:00,185.6199951171875,185.9250030517578,185.38999938964844,185.875,3521446,55.956539018755045,49.68713279511612,43.11819513582002,58.53092430735529,0.35182424484756325,185.36252683133728,185.03511483130404,185.44407137131122,187.94554228980942,185.44407137131122,62.439146636771966,60.544134969040094,-0.27936191800044446,15.426457203276735,25.348471878058255,18.25034796086186,0.983182331312685,1.0084925510454081,0.42989561348468425,0.47664137813016944,-0.8637402487464401,183.66061438202584,185.02524948120117,186.3898845803765,0.014750798639663283,-41828647.0,0.880061271965615,-0.0013728579184951089,186.13999938964844,184.0500030517578,0.9972063808199956,-0.0013719159801613978,1
2024-01-12 17:30:00+00:00,185.79379272460938,185.83999633789062,185.42999267578125,185.61500549316406,2308362,57.238655161027296,50.319019829248596,43.518180816937175,61.61401919613585,0.3661935423685634,185.4409388119322,185.10736986876168,185.45778593418567,187.9029333875282,185.45778593418567,62.47607015171264,62.32190088384119,0.7722501736342154,15.487463217886997,24.56047987897055,17.68301087470898,0.9422409977981628,0.9785681065986064,0.8873092668403424,0.43606252326014144,-1.228759669861697,183.7363394762791,185.09918899536132,186.46203851444352,0.01472561307782237,-39520285.0,0.786049749994367,0.0009358705885253565,186.13999938964844,184.0500030517578,0.9981400737822377,0.0009363086520508546,1
2024-01-12 18:30:00+00:00,185.61000061035156,186.06689453125,185.60000610351562,185.8000030517578,2732716,55.40195287578662,49.635377332096226,43.19045110142479,56.43725603816339,0.3586169140197626,185.47167732073572,185.15523946319882,185.46375513717257,187.85752877807917,185.46375513717257,59.90076620000682,61.605327662830476,0.770942043609037,15.795355607871572,25.443194335126954,17.033647575598675,0.9082872427936066,0.9529841226553948,0.021406627884175435,0.4069547029217596,-1.0737512060637953,183.7693103008914,185.14118881225585,186.5130673236203,0.014819808819048076,-42253001.0,0.7222174855423686,-0.0009897159509873658,186.13999938964844,184.0500030517578,0.9971526873265567,-0.0009892263436929172,1
2024-01-12 19:30:00+00:00,185.51499938964844,185.61000061035156,185.22000122070312,185.60330200195312,3823230,54.429715297601106,49.27651043184572,43.01957260405449,53.71562951938998,0.3410155617927444,185.47955406053802,185.18950231333687,185.46576471570103,187.81114205751618,185.46576471570103,58.880401917650175,60.41907942312321,0.7959773505022135,15.4785032270605,24.629570133308256,19.604801112172122,0.8712666818546659,0.9248348860050468,0.7564067451778239,0.2264173089713995,-0.7125264451064653,183.77957875141854,185.16143875122071,186.5432987510229,0.014926001970192226,-46076231.0,0.6557738663635825,-0.00051196347741681,186.13999938964844,184.0500030517578,0.9966423122270905,-0.000511832446477678,1
2024-01-12 20:30:00+00:00,185.9199981689453,185.97999572753906,185.4658966064453,185.52000427246094,4865441,57.82742782593997,50.8476163171298,43.983652260270496,62.66928307563279,0.35564670626772,185.55963480752115,185.25907334720435,185.48357779229886,187.7736936636831,185.48357779229886,60.10688541995679,59.6293511792046,0.6850610045820577,15.619760942123634,26.68530688930523,18.753464423744177,0.8457547132288863,0.9042980977594819,0.8832957378606198,0.778048201353437,-0.3789742893146319,183.8398975781039,185.2299385070801,186.61997943605633,0.015008814883594937,-41210790.0,0.627438917309616,0.0021807257929850896,186.13999938964844,184.0500030517578,0.9988180873459519,0.002183105304850441,1
2024-01-16 14:30:00+00:00,182.75999450683594,182.85000610351562,180.9340057373047,182.5,16725135,35.553216293823525,40.65776265547568,38.76207159550123,22.6984637309734,0.11097683551696491,185.05060929830566,185.02106583859782,185.37677060463363,187.6744124922604,185.37677060463363,51.251056469714115,56.74611460244036,-1.4850577537539138,17.248075325425972,18.358670856758916,41.26304660970557,1.1414859788297247,1.108382814453539,0.9530210963071508,0.13569648076325785,3.0559873013399654,183.3888140213248,185.1424385070801,186.8960629928354,0.01894351721729359,-57935925.0,1.4991496201758179,-0.017142677176568602,186.13999938964844,182.75999450683594,0.9818415982921698,-0.01699657752383299,0
2024-01-16 15:30:00+00:00,183.9499969482422,184.25999450683594,182.52000427246094,182.77000427246094,11408997,44.26039227864452,44.96492687190325,41.43379783446427,39.618438780659524,0.012948193240191586,184.85049796193047,184.91905927761158,185.32081869653987,187.60066168940855,185.32081869653987,50.15049084431177,53.836144244660886,-0.766034528968734,17.40091268281379,24.937046023421516,36.93211399568218,1.1842362827972444,1.1399631854496122,0.8218394836537113,0.6781605163462887,1.6333440106844146,183.33388925764388,185.12643814086914,186.9189870240944,0.019365671388991482,-46526928.0,1.5473177430156544,0.006490178322273154,186.13999938964844,182.75999450683594,0.9882346489277574,0.006511285167289493,2
2024-01-16 16:30:00+00:00,182.4149932861328,184.16000366210938,182.3800048828125,183.9600067138672,5404103,37.266201845011366,40.98555801333632,39.183646132920984,29.80180626505823,-0.1864528664126226,184.40767892996723,184.68057680223265,185.20686475887686,187.49797518637337,185.20686475887686,36.30134226188912,45.90096319197166,-1.7054685384706398,17.626248272584828,22.352395730457136,33.919408974253734,1.2267907468329322,1.1719649651419752,0.01965641983986833,0.8679856670152759,-0.21216278014634787,182.8832820766182,185.02843780517574,187.17359353373328,0.02318730843759558,-51931031.0,1.5938539502718987,-0.008379690665018508,186.13999938964844,182.4149932861328,0.9799881480835398,-0.008344678921311854,0
2024-01-16 17:30:00+00:00,182.73500061035156,182.92999267578125,182.2100067138672,182.4199981689453,4292807,39.41560630624278,42.093488411155526,39.87821189478965,33.79181763551006,-0.3150262990643,184.10355559912801,184.4952838315773,185.10992890991508,187.4036588581353,185.10992890991508,36.15784761534324,40.86989357384804,-1.6443257366807127,17.940990288903503,21.38680794999433,33.47411587816954,1.190590405053013,1.1493660149805796,0.7291724064851118,0.43751192116138604,-0.5438016328815176,182.52890268724286,184.88393783569333,187.2389729841438,0.025475822032126907,-47638224.0,1.4190803526003315,0.0017527449623039413,186.13999938964844,182.4149932861328,0.9817073235711731,0.0017542819175877522,1
2024-01-16 18:30:00+00:00,182.45860290527344,182.9499053955078,182.13999938964844,182.75,6561011,38.19824587543524,41.39735016057036,39.480812218254655,31.961220194195846,-0.434219246429393,183.80447329115444,184.30131421954837,185.0059553411056,187.30573695807863,185.0059553411056,27.59547475002321,33.35155487575186,-1.8380078519040013,18.278794325496108,20.323261731477754,32.23933129589303,1.1633986622534673,1.1323930145245191,0.3933833226572214,0.35979125061230643,0.16511358690553746,182.1702639779218,184.71561813354492,187.26097228916805,0.027559706984635165,-54199235.0,1.2972454832521403,-0.0015137053617218393,186.13999938964844,182.4149932861328,0.9802224320594914,-0.0015125602876019384,1
2024-01-16 19:30:00+00:00,183.1699981689453,183.25999450683594,182.27000427246094,182.4550018310547,4502430,43.07173641254367,43.8748241170391,41.02434226039223,41.48052146901379,-0.46590618704726694,183.68911417802548,184.19356983377665,184.93395702062872,187.22384114047202,184.93395702062872,31.93009935996832,31.894473908444926,-1.3198992633823907,18.26349526508894,20.99905455535687,30.258537333712972,1.1510123459764339,1.1252728755170431,0.9090937114673243,0.7222256473489519,-0.49058083881449294,182.02511448259003,184.56711807250977,187.10912166242952,0.027545573842910447,-49696805.0,1.2357944334767124,0.003891359479450233,185.9199981689453,182.4149932861328,0.9852086917648252,0.0038989406492453416,1
2024-01-16 20:30:00+00:00,183.61000061035156,183.6300048828125,183.13499450683594,183.17999267578125,4776796,45.912686080186866,45.35655156781113,41.95862373770428,46.846751370493145,-0.4503227556009506,183.67472989299384,184.13799181249806,184.88203716140217,187.15227994185577,184.88203716140217,36.95363843904456,32.15973751634536,-1.1753848620199665,17.861146523299755,22.720350683163172,29.289515545994966,1.1041550624050145,1.0937597505400192,0.9595881754569835,0.8686846891279554,-0.3949618249575752,181.9522249712162,184.52911834716798,187.10601172311976,0.027929395631790616,-44920009.0,1.0876376219766823,0.0023992728826208393,185.9199981689453,182.4149932861328,0.9875753142139413,0.0024021534410914036,1
2024-01-17 14:30:00+00:00,181.6999969482422,181.83999633789062,180.3000030517578,181.27000427246094,12537805,37.22775710782411,40.53869608874443,39.20739930654946,31.99034770293254,-0.5853465956833759,183.31568753940263,183.90580182542607,184.75725127069003,187.0443139419822,184.75725127069003,36.29277500465177,35.05883760122155,-2.1065695001626503,19.20523253408179,18.462629485179313,39.85116897638696,1.26171524070421,1.2045716409427056,0.9090909090909091,0.2792172405251424,1.9567886533451584,181.53478497954958,184.40461807250975,187.2744511654699,0.031125392877435605,-57457814.0,1.5321096093000959,-0.010456987651729184,185.9199981689453,181.6999969482422,0.9773020586151877,-0.010402503435325894,0
2024-01-17 15:30:00+00:00,181.80499267578125,182.06500244140625,181.3000030517578,181.68499755859375,5778219,37.92292059997411,40.89659300073679,39.430177377045624,33.34598877639561,-0.6760881605518705,183.0410157460169,183.70572476355514,184.64147642383088,186.94056500601783,184.64147642383088,32.15454602184887,35.13365315518173,-1.9998419136313796,20.22891639792557,18.950600904287036,38.07525037610184,1.2262355370573692,1.1825930283779922,0.6601176822579037,0.15685648748379374,-0.06249509194918623,181.19734536272358,184.29236755371093,187.38738974469828,0.03358817548518741,-51679595.0,1.3786875653697643,0.000577685222794748,185.9199981689453,181.6999969482422,0.9778667946767902,0.0005778521150385796,1
2024-01-17 16:30:00+00:00,182.1199951171875,182.3300018310547,181.48800659179688,181.80999755859375,4248713,40.067340531822026,41.983055977575006,40.102146306999614,37.693087259603345,-0.7143488709143924,182.8735574498661,183.5547028924725,184.54259480396252,186.84510817653603,184.54259480396252,27.31093289305064,31.919417973183762,-2.0438915066601675,20.909288401609615,19.578862470570414,36.16494402948728,1.198789801500258,1.1655631389219832,0.7505844402964789,0.3681702035120784,-0.5435515236965428,180.92874397205378,184.16561737060547,187.40249076915717,0.03515176659754003,-47430882.0,1.271349100147374,0.0017311398262832773,185.9199981689453,181.6999969482422,0.9795610849333983,0.001732639113866341,1
2024-01-17 17:30:00+00:00,182.1199951171875,182.53500366210938,181.8300018310547,182.1199951171875,3345645,40.06734053182203,41.983055977575006,40.102146306999614,37.693087259603345,-0.7361844830683424,182.7365461166518,183.41806405673108,184.44759089467723,186.75154158130138,184.44759089467723,29.738573332380795,29.734684082426767,-0.3501857128938024,21.327384491297877,19.990014690687357,34.59964544846358,1.1635192321827175,1.1425350735286182,0.4113369261736251,0.0,-0.8211962722315914,180.7013790804153,183.99586715698246,187.2903552335496,0.035810457348548395,-47430882.0,1.1580796463288368,0.0,185.9199981689453,181.6999969482422,0.9795610849333983,0.0,1
2024-01-17 18:30:00+00:00,182.5355987548828,182.5500030517578,181.3699951171875,182.11500549316406,5569336,43.076235049579545,43.45784112944982,41.00132991715338,44.22542267568736,-0.7117490231099168,182.70001023269378,183.33401974226933,184.37261081076375,186.66805756493665,184.37261081076375,34.159260485191055,30.40292223687416,-0.7689036242590114,21.99168476555559,18.543321960426205,34.91689807308711,1.1646969966389742,1.1444087165807026,0.9877930508321157,0.3564325708300467,-0.12174816166560937,180.56469652788869,183.85414733886722,187.14359814984576,0.03578326470836308,-41861546.0,1.162465303977132,0.0022794320154644614,185.9199981689453,181.6999969482422,0.981796474572966,0.002282031895662451,1
2024-01-17 19:30:00+00:00,182.20550537109375,182.6800994873047,182.0500946044922,182.5377960205078,4778525,41.30260507043538,42.5666012139548,40.50848024121642,40.30941932582773,-0.7108255677398176,182.6101002578574,183.22654218310976,184.28762628371786,186.57969019476155,184.28762628371786,34.82202501591625,32.9066196111627,-0.11484139064734859,22.46093733406893,18.627483466671446,33.522017562450856,1.126504702794226,1.1186885248922924,0.24668184460375897,0.5274413873280372,-0.3469226967913989,180.4226372406929,183.6854225158692,186.9482077910455,0.03552579437700796,-46640071.0,1.0559732197442058,-0.0018100152144892392,185.9199981689453,181.6999969482422,0.9800210153053239,-0.0018083781248189323,1
2024-01-17 20:30:00+00:00,182.66000366210938,182.92999267578125,182.17999267578125,182.2050018310547,4353739,44.68004196405955,44.200578003799976,41.49650471987397,47.74239615718745,-0.6657452126224825,182.619173604085,183.17258613349065,184.22379794561556,186.50207263965953,184.22379794561556,44.16761764743891,37.71630104951541,-0.041041370285764,22.60570421909338,19.343265631177598,31.88880887963186,1.0996115097374957,1.1002540986476779,0.6400146484375,0.6066691080729166,-0.46239817533485855,180.39339417747652,183.528923034668,186.66445189185947,0.03416931571705658,-42286332.0,0.9947785757953647,0.0024913208557147777,185.9199981689453,181.6999969482422,0.9824656059652411,0.0024944267742621484,1
2024-01-18 14:30:00+00:00,187.45010375976562,187.64999389648438,185.8300018310547,186.08999633789062,19756876,66.53519136285362,57.43582817634533,50.36217617246383,79.3541579231505,-0.24072275894118889,183.49752454148148,183.57996876456446,184.3503197422489,186.520845533127,184.3503197422489,63.47470860830059,47.48811709055191,2.7356895071062297,22.72682727135344,38.81383099067348,23.637312077952775,1.3774957043544602,1.294740905434044,0.8901697757283589,0.7473150282959548,3.7551907260179194,180.16041067538453,183.6076782226563,187.05494576992805,0.03755036369548066,-22529456.0,1.7938209075112919,0.02588617540248497,187.45010375976562,181.6999969482422,1.0,0.026224132276473355,2
2024-01-18 15:30:00+00:00,188.77000427246094,188.9600067138672,187.27000427246094,187.4600067138672,11697457,70.0467301423182,60.13764722111922,52.390753917098536,82.7154139210459,0.20030652924563697,184.45615721984137,184.07425786055458,184.523640704218,186.56538332994546,184.523640704218,84.89416129213802,64.17882918262583,3.057272566193131,23.40627595204113,42.15138854393097,21.598872518957002,1.3998176141438738,1.3145039822326543,0.8875726822926072,0.7751453645852143,1.583987302030109,179.69859036760047,183.76517868041992,187.83176699323937,0.04425852973910275,-10831999.0,1.7730572142902836,0.007016668699005236,188.77000427246094,181.6999969482422,1.0,0.007041343195983929,2
2024-01-18 16:30:00+00:00,187.92999267578125,188.77999877929688,187.67999267578125,188.76499938964844,8302899,65.34709466019785,57.71955213299326,51.03626390733609,73.79496713905337,0.4765501287538143,185.0877636663759,184.44147070009998,184.65722313447537,186.5924052971897,184.65722313447537,94.39748625447442,80.92211871830435,2.3528086983657115,24.037192584108276,39.74860792918646,20.367659171505842,1.3784025062418561,1.3037790882968028,0.22727146622277708,0.7590928006658344,0.6203497902963216,179.48172071906822,183.87198867797855,188.26225663688888,0.047753526684253776,-19134898.0,1.638446992135352,-0.004459851318411487,188.77000427246094,181.6999969482422,0.9955500790503387,-0.004449920949661346,0
2024-01-18 17:30:00+00:00,186.9250030517578,187.92999267578125,186.75010681152344,187.92999267578125,5973240,60.147661123250764,54.97685773903467,49.47471817555882,64.1399729341917,0.6073794161529236,185.4218071909908,184.67799759073407,184.74615568025118,186.59899139133958,184.74615568025118,87.47105941058106,88.9209023190645,2.875622559863875,23.87245485101665,37.29299939278241,23.97823136837535,1.3642227461001388,1.297584427094853,0.1482314904623343,0.8517685095376657,-0.026780774520343557,179.40093259011607,183.93773880004883,188.4745450099816,0.04932980300322751,-25108138.0,1.546734766559844,-0.0053620308832996125,188.77000427246094,181.6999969482422,0.9902261949518201,-0.005347680855590009,0
2024-01-18 18:30:00+00:00,188.92449951171875,188.9499969482422,186.9199981689453,186.92999267578125,6516026,65.95214089065644,58.99684831424557,52.429635268896845,72.49344945387037,0.8624632829592827,186.05866034021406,185.08242634511356,184.91001230109305,186.64504105708968,184.91001230109305,88.06572905617557,89.97809157374368,3.9160128284452274,24.199244096503577,38.623452049423676,21.515438563621938,1.4117781770427629,1.334205144704954,0.9874396788887385,0.9825162735459042,0.1108860052034382,179.09106013290543,184.10821380615238,189.12536747939933,0.05450222528941066,-18592112.0,1.6433875691072504,0.010639978553797997,188.92449951171875,181.6999969482422,1.0,0.010696784417905336,2
