Datetime,Close,High,Low,Open,Volume,rsi_14,rsi_28,rsi_7,macd,ema_20,ema_50,stoch_k,stoch_d,roc,adx,di_plus,di_minus,atr,close_pos,body_range_ratio,returns,direction
2024-01-08 18:30:00+00:00,16645.5859375,16655.025390625,16555.1875,16555.853515625,256930862,55.48747370759513,58.14845345430541,62.30882929264736,-11.990069993564248,16545.144236001834,16444.689609375,35.08038276297734,19.34915066148726,-1.084507962587197,31.23174225602763,28.967215440078586,26.52910935749788,125.93195345953903,0.9054521978989377,0.8987812273803236,0.005433740723302494,1
2024-01-09 14:30:00+00:00,16676.8359375,16710.83984375,16513.86328125,16532.3828125,254587383,56.89032282947149,58.901316560096895,64.54206340553645,1.6602565698558465,16557.686302811184,16453.79338694853,53.05024435332527,35.505419640567034,0.7102347114830714,29.710802974843297,28.899242190134697,23.674183720509305,131.00656839100054,0.8273708007773768,0.7333518423035735,0.0018773745855109603,1
2024-01-09 18:30:00+00:00,16676.6328125,16699.326171875,16629.884765625,16675.72265625,246206268,56.87777497826419,58.89417514181223,64.51307645529256,12.319832862336625,16569.014541829165,16462.53218795055,60.09543630691533,49.40868780773931,0.7939032836381884,28.298502213743557,27.76486789132828,22.744907257788267,126.6090568095005,0.6732013275580807,0.01310682342352478,-1.2180068255207566e-05,0
2024-01-10 14:30:00+00:00,16753.3125,16775.494140625,16654.740234375,16701.654296875,226434344,60.426235413239134,60.75683976287086,70.37321575655538,26.647853942060465,16586.566728321624,16473.935337442686,69.2706646388638,60.8054484330348,2.041557772284136,27.527960740564318,30.182866453604,21.187450526990958,126.19083176953617,0.8163070552841847,0.42779736680361014,0.004598031770689515,1
2024-01-10 18:30:00+00:00,16792.169921875,16827.306640625,16744.46875,16753.63671875,234703825,62.12700989731044,61.66961201438127,73.0083871252097,40.669569593501365,16606.14798485052,16486.415125067484,80.10998935508383,69.82536343362099,2.595541273012527,27.154317420599764,31.741249363221247,20.167237736898933,123.09419311635503,0.5758375969631953,0.4651639827411407,0.0023193873972684464,1
2024-01-11 14:30:00+00:00,16745.916015625,16897.93359375,16619.5078125,16847.642578125,255110185,58.88295582017052,59.94835999659646,64.98169497609005,47.50200307148771,16619.45922587666,16496.591630579544,84.37879034553308,77.91981477982691,2.3863595178618864,25.663351457102447,27.030119028301357,23.835362924511042,134.18930655447252,0.4540104100902114,0.36536330092456193,-0.002754492508424744,0
2024-01-11 18:30:00+00:00,16818.806640625,16837.90234375,16741.96875,16745.05859375,222124476,62.230007891303565,61.69554948581714,70.8698205142084,58.1283526274965,16638.44469394793,16509.227513326427,86.09022841123753,83.5263360372848,3.2754513668432135,24.278883062426367,25.619167588029278,22.591175297644348,131.45675563986734,0.8009487356977075,0.7687405838999959,0.004352740389476972,1
2024-01-12 14:30:00+00:00,16830.263671875,16900.203125,16777.583984375,16852.35546875,223764338,62.74337635217344,61.96599912561098,71.74115238635834,66.70536001323126,16656.71316803622,16521.81716660284,84.5344317758429,85.00115017753784,3.1772359306422415,23.46453340271416,27.30772578269723,21.076775586483038,130.82549742451968,0.42962042656217647,0.18016597378187668,0.000681203577329148,1
2024-01-12 18:30:00+00:00,16829.484375,16850.73046875,16795.8359375,16831.94140625,193456338,62.68096932223108,61.93515308043868,71.57126670747127,72.60289641928102,16673.16756869944,16533.882547324298,88.7265179328532,86.45039270664455,3.227244040833284,22.708351575838538,26.452799194105594,20.416922181111556,125.40185698348256,0.6129652031594677,0.04475912616523162,-4.630330755317491e-05,0
2024-01-16 14:30:00+00:00,16798.78515625,16895.060546875,16728.75390625,16771.6484375,290459553,60.14314903566277,60.70074512530207,64.54649428395179,73.94714941354687,16685.13114846616,16544.27088492923,87.59876771115053,86.95323913994888,1.4687344901734576,21.354699799577553,24.00124112678436,22.26298911191969,128.32362724359095,0.42109713560934364,0.1631727912247942,-0.001824133055175703,0
2024-01-16 18:30:00+00:00,16829.462890625,16833.060546875,16730.833984375,16799.60546875,225814320,61.80727592726801,61.496020151053244,68.18684364495158,76.60486319778647,16698.877028671763,16555.45488515259,87.55774477933164,87.96101014111179,1.1046589397057685,20.097737435906637,22.613895167826847,20.976119494820228,126.45955119047731,0.9648070309514711,0.29207107374856706,0.001826187673076296,1
2024-01-17 14:30:00+00:00,16638.474609375,16711.619140625,16561.490234375,16711.619140625,256117298,48.28952328702765,54.38995141565646,39.0579668477763,62.578595285747724,16693.124417310166,16558.710560612293,77.77257486935196,84.30969578661137,-0.23002761596244792,19.811650121912127,19.44146878450472,26.898780345281367,136.56763012330038,0.5127884890588816,0.4872115109411183,-0.01134844780794475,0
2024-01-17 18:30:00+00:00,16737.748046875,16749.0390625,16605.900390625,16638.294921875,258397807,53.92974910999597,57.064320488002494,51.597103419765915,58.79545623459853,16697.374286792532,16565.73163850495,73.129042749436,79.48645413270653,0.36647226728642107,19.184923430660508,19.941848321629564,24.8901720046911,137.03699024842177,0.9211183429530476,0.6948026252950728,0.005966498722428826,1
2024-01-18 14:30:00+00:00,16830.853515625,16969.859375,16818.380859375,16893.837890625,314183135,58.50144885371303,59.380800537142235,60.49172844381108,62.58864159356017,16710.086594300385,16576.1285748626,66.59163444818833,72.49775068899208,0.46283990479494724,18.745224028163708,28.616155246490294,22.018853254172367,143.8280143824631,0.08233944066944313,0.41579741351522104,0.0055626042696574896,1
2024-01-18 18:30:00+00:00,16981.380859375,16996.638671875,16829.787109375,16829.787109375,275368467,64.61509197556981,62.75031484020121,70.6609782841411,76.85512886518336,16735.92414335511,16592.02082131407,78.94615048789497,72.88894256183977,1.1267807459089412,18.507938462081036,27.58592758942976,20.213685228204454,145.47255353371574,0.9085545722713865,0.9085545722713865,0.008943535965675098,1
2024-01-19 14:30:00+00:00,17220.08984375,17225.361328125,17042.349609375,17065.248046875,322355147,71.72819025518068,67.22195298598825,80.1254790851499,106.19904637724903,16782.035162440337,16616.650979056656,88.52050276026071,78.01942923211467,2.8315789215864084,19.508178789826708,35.15072349743285,17.902446591810776,152.50883319202177,0.9711959189771829,0.8460758575057096,0.014057100912568954,1
2024-01-19 18:30:00+00:00,17310.65625,17314.736328125,17220.818359375,17220.8828125,325751607,73.87402511593433,68.70030152619121,82.608769711383,135.20372018155467,16832.38002792221,16643.866872034825,98.50128149653945,88.6559782482317,2.92440254463097,20.814717671353907,37.85327416094841,17.08627622538437,148.37580827652022,0.9565570020380152,0.9558707316058728,0.0052593457451020065,1
