Date,Close,High,Low,Open,Volume,rsi,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,BBL_20_2.0_2.0,BBM_20_2.0_2.0,BBU_20_2.0_2.0,BBB_20_2.0_2.0,BBP_20_2.0_2.0,ema_10,ema_20,ema_50,atr,stoch_k,stoch_d,returns
2004-10-28,4.804202556610107,4.8312936564690805,4.612830640772422,4.639672168739886,593278128,82.52061458879031,0.421614085057421,0.1049147576990205,0.3166993273584004,2.7545953880199363,3.761854553222656,4.769113718425376,53.551201991041054,1.0174179791045483,4.224164910255515,3.867126933512436,3.157571315765381,0.2117650923759983,87.86390582321377,85.46153794427673,0.0394147708491778
2004-10-29,4.738091945648193,4.969479157876565,4.737097920342336,4.943133935489635,845653500,79.60363473175585,0.4384508570195713,0.0974012237289366,0.3410496332906346,2.762825059997965,3.834004580974579,4.905184101951193,55.87784251965223,0.9220055308046506,4.317606189417821,3.9500759822872697,3.219552516937256,0.2132376741730147,90.09899436730576,87.53478484192786,-0.0137609957496385
2004-11-01,4.8720526695251465,4.912812914930385,4.753749928678363,4.810415999137926,488507004,81.06427700751966,0.4573317947120712,0.0930257291371492,0.3643060655749219,2.768652949263075,3.909770798683167,5.050888648103259,58.37262121884111,0.921640004724755,4.418414640346425,4.037883285833734,3.284356444489722,0.2104864809665274,92.5911793229823,90.18469317116728,0.0282731372488438
2004-11-02,4.843222618103027,4.952080934864797,4.805195823829223,4.940399362044155,453398148,79.74077635479046,0.4646129606572846,0.0802455160658901,0.3843674445913945,2.7891115946941403,3.9799822211265568,5.170852847558973,59.84301236880067,0.8624408805692634,4.495652454483989,4.1145822698593815,3.345488451298087,0.2059435259714593,90.4500389524618,91.04673754758328,-0.0059174342679938
2004-11-03,4.763690948486328,5.01048671898881,4.740825526684096,4.925486906155781,554992452,76.05198115433188,0.4586784365633729,0.0594487935775827,0.3992296429857902,2.839942973654284,4.047820150852203,5.255697328050123,59.68037769383702,0.7963342677335911,4.544386726120778,4.176402144014329,3.4011042355015477,0.210494787852406,89.7745026392657,90.9385736382366,-0.016421229393715
2004-11-04,4.590461254119873,4.732127154765643,4.556908754117357,4.683414228756344,575807616,68.60737371162541,0.4349828829612647,0.0286025919803795,0.4063802909808852,2.908017030830049,4.10479702949524,5.30157702816043,58.311287504140346,0.7029045543735319,4.552763913029704,4.215836344976762,3.44774568721207,0.2102296026035893,82.81696746281315,87.68050301818022,-0.0363645954869299
2004-11-05,4.208958625793457,4.530812576702635,4.189075750753845,4.52285942668679,792530676,55.68048141623774,0.3810276625465505,-0.0202821027474677,0.4013097652940183,2.990735433311727,4.144090580940247,5.297445728568768,55.66264178360876,0.5281214528701713,4.490253860804931,4.215181324102161,3.477597174999576,0.223883595515192,68.23659952982418,80.27602321063435,-0.0831076894471166
2004-11-08,4.288489818572998,4.360316314729039,4.21020097411772,4.248227295485437,447224328,57.47914510791482,0.3407572270297256,-0.0484420306114341,0.3891992576411598,3.0964898117940822,4.190430128574372,5.284370445354661,52.21136175595698,0.5448194880901904,4.453569489490034,4.222163085480336,3.50939688651226,0.2187031736166484,57.95702674720158,69.67019791327964,0.0188956936502431
2004-11-09,4.192803859710693,4.354351674507639,4.107555891389766,4.327012900970472,442125432,54.60767675234096,0.2976899748263353,-0.0732074262518596,0.3708974010781949,3.197962250068441,4.229326057434082,5.260689864799723,48.77201678753356,0.4822942217563968,4.406157556802881,4.21936696874037,3.536197159971022,0.2207097885810216,48.75917715602844,58.3176011443514,-0.0223122737631086
2004-11-10,4.171927452087402,4.287744434578702,4.133900652801799,4.24176543208002,425334240,53.9741401588566,0.2588899928642565,-0.0896059265711508,0.3484959194354073,3.28903676473453,4.262828779220581,5.236620793706632,45.6875968949473,0.4533261077412126,4.363570265036429,4.214848919535325,3.5611277596618605,0.2159336452378703,36.122794760101854,47.61299955444395,-0.0049791042752788
2004-11-11,4.548707008361816,4.566849982278379,4.164718218155769,4.2034899395288186,598820580,62.443003170838175,0.2555973221082874,-0.0743188778616958,0.3299161999699833,3.396616422172416,4.313803482055664,5.230990541938912,42.523358502468426,0.6280564982764009,4.397231491095591,4.246644927994991,3.5998563576500944,0.2292335108724945,34.6936273560312,39.8585330907205,0.0903130652681638
2004-11-12,4.523356914520264,4.717215054469106,4.409029323452655,4.603633337560342,669174156,61.62145679702776,0.2480825746043322,-0.0654669002925208,0.3135494748968531,3.5074891946087448,4.360888671875,5.214288149141256,39.13878759483806,0.5951888576061164,4.420163386263712,4.272998450521207,3.63607206576265,0.2348729551684914,34.99420469799704,35.27020893804336,-0.0055730329069232
2004-11-15,4.594686031341553,4.680431248620901,4.442582167937134,4.484833688366416,475583940,63.09285659484519,0.2450578720658454,-0.0547932822648061,0.2998511543306515,3.604304603091267,4.405264759063721,5.206224915036175,36.36376925243816,0.6182463764679116,4.4518947762778645,4.303635362980288,3.673664770295156,0.2350855355624397,49.61924136272037,39.769024472249534,0.0157690666841516
2004-11-16,4.288241863250732,4.460476760632348,4.245741715789912,4.411515685289909,835859304,53.58737942193381,0.2154497199493485,-0.0675211475050424,0.282970867454391,3.708661920013507,4.435834729671479,5.16300753932945,32.786289569982536,0.3985159617765639,4.422139701182022,4.302169315386997,3.697765832764002,0.2432183055616683,40.00369691753923,41.53904765941888,-0.0666953445786033
2004-11-17,4.2872467041015625,4.411515005907465,4.200258845480347,4.200756568426755,724590684,53.5591596597614,0.1897177963937633,-0.0746024568485021,0.2643202532422654,3.89329146569842,4.475612902641297,5.057934339584174,26.021975072920977,0.3382626960046016,4.397613701712848,4.300748114312193,3.7208827296792006,0.2409352951949148,31.287259172005804,40.30339915075513,-0.000232066935799
2004-11-18,4.163973808288574,4.33496604708612,4.11898788938062,4.232320978864856,664518816,50.04356488136647,0.1575616959774537,-0.0854068458118493,0.2429685417893031,4.013572767279777,4.498180007934571,4.982787248589364,21.54681403589762,0.1551782850020744,4.355133721090252,4.287721989928992,3.73825885040898,0.2391526425170994,15.386734278041988,28.89256345586234,-0.0287533945025963
2004-11-19,4.210201263427734,4.224616762163354,4.138622913496922,4.202745362899035,350421228,51.33362840368855,0.1342602553663461,-0.0869666291383656,0.2212268845047117,4.001746715649055,4.494414710998536,4.987082706348016,21.92356633863113,0.2115568189393033,4.328782365151612,4.280339063595538,3.756766396017559,0.2282127286706232,12.50572363146738,19.726572360505056,0.011101764148262
2004-11-22,4.103330135345459,4.212686161801627,4.009135005099061,4.08767246334622,494233272,48.23260217281667,0.1059487773725464,-0.0922224857057322,0.1981712630782787,3.9508697771612376,4.466702890396118,4.982536003630999,23.09681775987278,0.1477807010373137,4.2877910506414025,4.263481070428864,3.7703571308931623,0.2264511878157619,9.007709783593665,12.300055897701007,-0.0253838525513305
2004-11-23,4.16347599029541,4.245741407251994,4.138125741496035,4.174659840017922,496035468,50.06101061958656,0.0873579864346929,-0.0886506213148686,0.1760086077495615,3.916460709639897,4.448957395553589,4.981454081467282,23.93804384127772,0.2319406741768436,4.265188312396676,4.253956777082821,3.7857735567520745,0.2204483366793885,14.040784010664622,11.851405808575224,0.0146578152296019
