Date,Close,High,Low,P_trade,AllowTrade,TA_Direction,DesiredPos,Position
2022-07-01,97.95999908447266,98.27999877929688,93.55999755859375,,0.0,0.0,0.0,0
2022-07-04,95.30000305175781,97.9000015258789,94.11000061035156,,0.0,0.0,0.0,0
2022-07-05,91.83000183105469,96.77999877929688,88.87999725341797,,0.0,0.0,0.0,0
2022-07-06,97.44999694824219,99.08000183105469,91.44999694824219,,0.0,0.0,0.0,0
2022-07-07,103.77999877929688,103.91999816894531,97.5,,0.0,0.0,0.0,0
2022-07-08,103.80000305175781,104.9000015258789,100.5,,0.0,0.0,0.0,0
2022-07-11,104.5,106.0199966430664,102.62000274658203,,0.0,0.0,0.0,0
2022-07-12,102.0199966430664,104.5,100.9000015258789,,0.0,0.0,0.0,0
2022-07-13,97.6500015258789,102.5199966430664,96.20999908447266,,0.0,0.0,0.0,0
2022-07-14,94.81999969482422,98.91999816894531,93.80999755859375,,0.0,0.0,0.0,0
2022-07-15,93.31999969482422,97.56999969482422,93.0,,0.0,0.0,0.0,0
2022-07-18,93.80999755859375,95.55999755859375,91.26000213623047,,0.0,0.0,0.0,0
2022-07-19,93.98999786376953,94.0,90.72000122070312,,0.0,0.0,0.0,0
2022-07-20,94.4000015258789,95.79000091552734,91.80000305175781,,0.0,0.0,0.0,0
2022-07-21,92.55000305175781,95.30000305175781,91.68000030517578,,0.0,0.0,0.0,0
2022-07-22,98.51000213623047,98.80000305175781,92.69999694824219,,0.0,0.0,0.0,0
2022-07-25,90.0999984741211,97.0,90.0999984741211,,0.0,0.0,0.0,0
2022-07-26,89.62999725341797,90.5999984741211,86.80000305175781,,0.0,0.0,0.0,0
2022-07-27,88.94000244140625,91.19999694824219,86.5,,0.0,0.0,0.0,0
2022-07-28,88.5,91.88999938964844,88.06999969482422,,0.0,0.0,0.0,0
2022-07-29,90.80999755859375,90.80999755859375,88.80000305175781,,0.0,0.0,0.0,0
2022-08-01,90.37000274658203,91.1500015258789,87.4000015258789,,0.0,0.0,0.0,0
2022-08-02,86.5,90.1500015258789,86.4000015258789,,0.0,0.0,0.0,0
2022-08-03,87.69999694824219,89.19000244140625,86.55000305175781,,0.0,0.0,0.0,0
2022-08-04,92.4800033569336,93.55000305175781,87.69999694824219,,0.0,0.0,0.0,0
2022-08-05,92.66000366210938,94.88999938964844,92.0199966430664,,0.0,0.0,0.0,0
2022-08-08,91.69999694824219,93.5,90.11000061035156,,0.0,0.0,0.0,0
2022-08-09,88.5,93.13999938964844,88.45999908447266,,0.0,0.0,0.0,0
2022-08-10,92.0,92.75,87.5999984741211,,0.0,0.0,0.0,0
2022-08-11,95.61000061035156,95.9000015258789,91.45999908447266,,0.0,0.0,0.0,0
2022-08-12,94.0,96.4000015258789,93.19000244140625,,0.0,0.0,0.0,0
