Date,Close,High,Low,P_trade,AllowTrade,TA_Direction,DesiredPos,Position
2022-07-01,114.19999694824219,118.3499984741211,113.5999984741211,,0.0,0.0,0.0,0
2022-07-04,116.75,117.6500015258789,112.9000015258789,,0.0,0.0,0.0,0
2022-07-05,103.0,117.0,103.0,,0.0,0.0,0.0,0
2022-07-06,100.75,104.19999694824219,96.0999984741211,,0.0,0.0,0.0,0
2022-07-07,111.80000305175781,112.0,102.69999694824219,,0.0,0.0,0.0,0
2022-07-08,111.6500015258789,112.0999984741211,106.69999694824219,,0.0,0.0,0.0,0
2022-07-11,106.75,108.55000305175781,104.6500015258789,,0.0,0.0,0.0,0
2022-07-12,103.75,106.1500015258789,101.8499984741211,,0.0,0.0,0.0,0
2022-07-13,101.75,105.3499984741211,100.5999984741211,,0.0,0.0,0.0,0
2022-07-14,98.0999984741211,103.69999694824219,96.9000015258789,,0.0,0.0,0.0,0
2022-07-15,97.80000305175781,99.0999984741211,96.4000015258789,,0.0,0.0,0.0,0
2022-07-18,103.1500015258789,104.05000305175781,101.0999984741211,,0.0,0.0,0.0,0
2022-07-19,104.5,104.6500015258789,100.5999984741211,,0.0,0.0,0.0,0
2022-07-20,107.5999984741211,107.5999984741211,105.0,,0.0,0.0,0.0,0
2022-07-21,104.80000305175781,107.5999984741211,103.5,,0.0,0.0,0.0,0
2022-07-22,107.5,107.5,105.19999694824219,,0.0,0.0,0.0,0
2022-07-25,103.0,107.0,102.30000305175781,,0.0,0.0,0.0,0
2022-07-26,104.0999984741211,107.80000305175781,103.25,,0.0,0.0,0.0,0
2022-07-27,101.55000305175781,105.1500015258789,99.4800033569336,,0.0,0.0,0.0,0
2022-07-28,109.05000305175781,109.69999694824219,104.4000015258789,,0.0,0.0,0.0,0
2022-07-29,115.44999694824219,115.5,110.1500015258789,,0.0,0.0,0.0,0
2022-08-01,115.44999694824219,115.9000015258789,112.6500015258789,,0.0,0.0,0.0,0
2022-08-02,110.1500015258789,114.0,109.30000305175781,,0.0,0.0,0.0,0
2022-08-03,109.75,110.94999694824219,107.6500015258789,,0.0,0.0,0.0,0
2022-08-04,109.5,111.75,108.3499984741211,,0.0,0.0,0.0,0
2022-08-05,109.0,111.9000015258789,106.25,,0.0,0.0,0.0,0
2022-08-08,115.0,115.0,109.5999984741211,,0.0,0.0,0.0,0
2022-08-09,113.44999694824219,114.9000015258789,112.30000305175781,,0.0,0.0,0.0,0
2022-08-10,113.3499984741211,114.69999694824219,109.30000305175781,,0.0,0.0,0.0,0
2022-08-11,115.9000015258789,115.9000015258789,113.05000305175781,,0.0,0.0,0.0,0
2022-08-12,113.55000305175781,115.75,111.94999694824219,,0.0,0.0,0.0,0
2022-08-16,112.80000305175781,115.1500015258789,112.0,,0.0,0.0,0.0,0
2022-08-17,108.75,113.05000305175781,108.4000015258789,,0.0,0.0,0.0,0
2022-08-18,106.19999694824219,108.5999984741211,101.0,,0.0,0.0,0.0,0
2022-08-19,101.69999694824219,105.6500015258789,101.69999694824219,,0.0,0.0,0.0,0
2022-08-22,102.0,102.4000015258789,99.0999984741211,,0.0,0.0,0.0,0
2022-08-23,104.19999694824219,105.30000305175781,101.0999984741211,,0.0,0.0,0.0,0
2022-08-24,100.80000305175781,103.44999694824219,99.80000305175781,,0.0,0.0,0.0,0
2022-08-25,102.0,103.5,99.5999984741211,,0.0,0.0,0.0,0
2022-08-26,102.94999694824219,104.55000305175781,101.3499984741211,,0.0,0.0,0.0,0
2022-08-29,96.23999786376953,99.9000015258789,95.30000305175781,,0.0,0.0,0.0,0
2022-08-30,93.76000213623047,97.19999694824219,93.76000213623047,,0.0,0.0,0.0,0
2022-08-31,88.5,94.5,88.41999816894531,,0.0,0.0,0.0,0
2022-09-01,84.22000122070312,87.58000183105469,84.22000122070312,,0.0,0.0,0.0,0
2022-09-02,87.62000274658203,87.62000274658203,83.69999694824219,,0.0,0.0,0.0,0
2022-09-05,88.66000366210938,89.36000061035156,85.83999633789062,,0.0,0.0,0.0,0
2022-09-06,86.0,91.80000305175781,84.87999725341797,,0.0,0.0,0.0,0
2022-09-07,84.5,86.18000030517578,83.0,,0.0,0.0,0.0,0
2022-09-08,85.80000305175781,87.5,84.66000366210938,,0.0,0.0,0.0,0
2022-09-09,92.94000244140625,94.37999725341797,88.66000366210938,,0.0,0.0,0.0,0
2022-09-12,95.63999938964844,97.9800033569336,94.27999877929688,,0.0,0.0,0.0,0
2022-09-13,92.05999755859375,97.45999908447266,91.81999969482422,,0.0,0.0,0.0,0
2022-09-14,89.5999984741211,93.04000091552734,89.04000091552734,,0.0,0.0,0.0,0
2022-09-15,91.04000091552734,92.30000305175781,90.0199966430664,,0.0,0.0,0.0,0
2022-09-16,88.91999816894531,90.0199966430664,87.30000305175781,,0.0,0.0,0.0,0
2022-09-19,89.80000305175781,90.77999877929688,88.16000366210938,,0.0,0.0,0.0,0
2022-09-20,86.83999633789062,91.4000015258789,86.5,,0.0,0.0,0.0,0
2022-09-21,90.0999984741211,90.9800033569336,86.80000305175781,,0.0,0.0,0.0,0
2022-09-22,90.4800033569336,91.58000183105469,87.80000305175781,,0.0,0.0,0.0,0
2022-09-23,85.0,90.0,85.0,,0.0,0.0,0.0,0
2022-09-26,84.41999816894531,85.86000061035156,81.26000213623047,,0.0,0.0,0.0,0
2022-09-27,85.16000366210938,86.69999694824219,84.30000305175781,,0.0,0.0,0.0,0
2022-09-28,84.22000122070312,84.63999938964844,80.68000030517578,,0.0,0.0,0.0,0
2022-09-29,84.36000061035156,88.04000091552734,83.36000061035156,,0.0,0.0,0.0,0
2022-09-30,87.66000366210938,87.94000244140625,85.5199966430664,,0.0,0.0,0.0,0
2022-10-03,92.91999816894531,92.9800033569336,86.18000030517578,,0.0,0.0,0.0,0
2022-10-04,97.0,97.94000244140625,94.0199966430664,,0.0,0.0,0.0,0
2022-10-05,93.55999755859375,97.0,92.94000244140625,,0.0,0.0,0.0,0
2022-10-06,92.19999694824219,96.31999969482422,91.26000213623047,,0.0,0.0,0.0,0
2022-10-07,91.0,92.76000213623047,89.91999816894531,,0.0,0.0,0.0,0
2022-10-10,89.87999725341797,91.58000183105469,89.13999938964844,,0.0,0.0,0.0,0
2022-10-11,89.08000183105469,90.91999816894531,87.0199966430664,,0.0,0.0,0.0,0
2022-10-12,87.54000091552734,90.9000015258789,86.63999938964844,,0.0,0.0,0.0,0
2022-10-13,87.91999816894531,89.5999984741211,85.9000015258789,,0.0,0.0,0.0,0
2022-10-14,88.54000091552734,91.68000030517578,88.27999877929688,,0.0,0.0,0.0,0
2022-10-17,90.5999984741211,90.87999725341797,87.0999984741211,,0.0,0.0,0.0,0
2022-10-18,90.22000122070312,92.30000305175781,89.31999969482422,,0.0,0.0,0.0,0
2022-10-19,88.54000091552734,89.77999877929688,87.62000274658203,,0.0,0.0,0.0,0
2022-10-20,92.08000183105469,92.4000015258789,88.0,,0.0,0.0,0.0,0
2022-10-21,89.83999633789062,90.66000366210938,88.27999877929688,,0.0,0.0,0.0,0
2022-10-24,90.0,91.5,89.0999984741211,,0.0,0.0,0.0,0
2022-10-25,90.87999725341797,91.36000061035156,87.9800033569336,,0.0,0.0,0.0,0
2022-10-26,95.37999725341797,95.37999725341797,90.4000015258789,,0.0,0.0,0.0,0
2022-10-27,96.33999633789062,96.33999633789062,93.12000274658203,,0.0,0.0,0.0,0
2022-10-28,94.72000122070312,95.44000244140625,92.0999984741211,,0.0,0.0,0.0,0
2022-10-31,95.66000366210938,96.27999877929688,93.69999694824219,,0.0,0.0,0.0,0
2022-11-02,98.73999786376953,101.75,96.68000030517578,,0.0,0.0,0.0,0
2022-11-03,97.5999984741211,97.5999984741211,94.5999984741211,,0.0,0.0,0.0,0
2022-11-04,109.0,109.9000015258789,99.80000305175781,,0.0,0.0,0.0,0
2022-11-07,109.75,114.1500015258789,107.0,,0.0,0.0,0.0,0
2022-11-08,113.9000015258789,113.9000015258789,109.0999984741211,,0.0,0.0,0.0,0
2022-11-09,114.5999984741211,115.80000305175781,112.19999694824219,,0.0,0.0,0.0,0
2022-11-10,118.9000015258789,118.9000015258789,109.9000015258789,,0.0,0.0,0.0,0
2022-11-14,127.19999694824219,128.1999969482422,122.25,,0.0,0.0,0.0,0
2022-11-15,124.75,129.75,121.3499984741211,,0.0,0.0,0.0,0
2022-11-16,122.5999984741211,124.6500015258789,118.0,,0.0,0.0,0.0,0
2022-11-17,115.0999984741211,124.4000015258789,115.0999984741211,,0.0,0.0,0.0,0
2022-11-18,113.94999694824219,117.19999694824219,112.5,,0.0,0.0,0.0,0
2022-11-21,109.69999694824219,113.0,109.69999694824219,,0.0,0.0,0.0,0
2022-11-22,114.3499984741211,116.30000305175781,110.0,,0.0,0.0,0.0,0
2022-11-23,115.4000015258789,117.0,114.5,,0.0,0.0,0.0,0
2022-11-24,117.0,117.0,115.5,,0.0,0.0,0.0,0
2022-11-25,115.5999984741211,117.19999694824219,115.0999984741211,,0.0,0.0,0.0,0
